"","Name","Address.x","origname","Agency.x","Address.y","City","State","Zip","Site ID","Site Name","Agency21","Agency.y","distance"
"1638",NA,NA,NA,NA,"5463 Broadway St, Forest Lake, MN 55025","Forest Lake","MN","55025","10437","Office - Wildlife Research R2900600570","Department of Natural Resources","DNR",NA
"1639",NA,NA,NA,NA,"18310 Zodiac St, Forest Lake, MN 55025","Forest Lake","MN","55025","10436","Office & Cold Storage - Zodiac, Forestry R2900600510, 60056","Department of Natural Resources","DNR",NA
"1640",NA,NA,NA,NA,"18310 ZODIAC ST, FOREST LAKE, MN 55025","FOREST LAKE","MN","55025","10435","Shop - Main, Zodiac R2900600480","Department of Natural Resources","DNR",NA
"1641",NA,NA,NA,NA,"1615 Lindbergh Dr S, Little Falls, MN 56345","Little Falls","MN","56345","10443","2 Sanitation R2900301070, 30108","Department of Natural Resources","DNR",NA
"1642",NA,NA,NA,NA,"1615 Lindbergh Dr S, Little Falls, MN 56345","Little Falls","MN","56345","10442","Contact Station, Garage & Shelter R2900301020, 30104, 30105","Department of Natural Resources","DNR",NA
"1643",NA,NA,NA,NA,"Birch Lake State Forest, Melrose, MN 56352","Melrose","MN","56352","10445","Security Light","Department of Natural Resources","DNR",NA
"1644",NA,NA,NA,NA,"1615 Lindbergh Dr S, Little Falls, MN 56345","Little Falls","MN","56345","10444","Shop R2900304120","Department of Natural Resources","DNR",NA
"1645",NA,NA,NA,NA,"800 Oak Savanna Lane SW, Cambridge, MN 55008","Cambridge","MN","55008","10447","2 Cold Storage","Department of Natural Resources","DNR",NA
"1646",NA,NA,NA,NA,"421st Ave NW, Cambridge, MN 55008","Cambridge","MN","55008","13877","Cold Storage R2900306940","Department of Natural Resources","DNR",NA
"1647",NA,NA,NA,NA,"9925 Valley View Road, Eden Prairie, MN 55344","Eden Prairie","MN","55344","10526","Office R2900601910","Department of Natural Resources","DNR",NA
"1648",NA,NA,NA,NA,"41294 HENNEPIN PK RD BOX 397, ISLE, MN 56342","ISLE","MN","56342","10861","Office R2900304260 - Propane only","Department of Natural Resources","DNR",NA
"1649",NA,NA,NA,NA,"41294 Hennepin Pk Rd, Isle, MN 56342","Isle","MN","56342","10450","Sanitation - Beach R2900301010","Department of Natural Resources","DNR",NA
"1650",NA,NA,NA,NA,"41294 Hennepin Pk Rd, Isle, MN 56342","Isle","MN","56342","10449","Sanitation - Lake View Campground R2900304480, Boat House & Fish Clean 30342, 30100","Department of Natural Resources","DNR",NA
"1651",NA,NA,NA,NA,"41294 Hennepin Pk Rd, Isle, MN 56342","Isle","MN","56342","10451","Sanitation - Maple Grove Campground R2900303400","Department of Natural Resources","DNR",NA
"1652",NA,NA,NA,NA,"White Cloud Circle, ISLE, MN 56342","ISLE","MN","56342","10452","Security Light","Department of Natural Resources","DNR",NA
"1653",NA,NA,NA,NA,"41294 Hennepin Pd Rd, Isle, MN 56342","Isle","MN","56342","10448","Shop R2900300940 & Electric for 30426, 30305 & 30097","Department of Natural Resources","DNR",NA
"1654",NA,NA,NA,NA,"41294 Hennepin Park Rd, Isle, MN 56342","Isle","MN","56342","15136","WWTP - Father Hennepin State Park","Department of Natural Resources","DNR",NA
"1655",NA,NA,NA,NA,"21071 Cty 118, Preston, MN 55965","Preston","MN","55965","10454","Cave Entrance #2 R2900502150","Department of Natural Resources","DNR",NA
"1656",NA,NA,NA,NA,"21071 Cty 118, Preston, MN 55965","Preston","MN","55965","10566","Contact Station - #5 Office & 7 Other Buildings","Department of Natural Resources","DNR",NA
"1657",NA,NA,NA,NA,"21071 Cty 118, Preston, MN 55965","Preston","MN","55965","10455","Contact Station (William Morrissey) & Shop","Department of Natural Resources","DNR",NA
"1658",NA,NA,NA,NA,"21071 Cty 118, Preston, MN 55965","Preston","MN","55965","10456","Pedestals - Campground","Department of Natural Resources","DNR",NA
"1659",NA,NA,NA,NA,"21071 Cty 118, Preston, MN 55965","Preston","MN","55965","10453","Sanitation - #4 Washroom R2900501410","Department of Natural Resources","DNR",NA
"1660",NA,NA,NA,NA,"21071 Cty 118, Preston, MN 55965","Preston","MN","55965","10567","Sanitation - #6 Picnic Area, Propane Only","Department of Natural Resources","DNR",NA
"1661",NA,NA,NA,NA,"21071 Cty 118, Preston, MN 55965","Preston","MN","55965","10565","Shop - Forestville #2, Propane Only","Department of Natural Resources","DNR",NA
"1662",NA,NA,NA,NA,"5141 Highway 5, Minneapolis, MN 55423","Minneapolis","MN","55423","10466","4 Pumps","Department of Natural Resources","DNR",NA
"1663",NA,NA,NA,NA,"150 Snelling Lake Rd, Minneapolis, MN 55423","Minneapolis","MN","55423","10460","Bath House R2900600220","Department of Natural Resources","DNR",NA
"1664",NA,NA,NA,NA,"160 Snelling Lake Road, Minneapolis, MN 55423","Minneapolis","MN","55423","10577","Concession - Beach R2900600230","Department of Natural Resources","DNR",NA
"1665",NA,NA,NA,NA,"101 Snelling Lake Rd, St. Paul, MN 55111","St. Paul","MN","55111","10457","Contact Station - Office R2900600110","Department of Natural Resources","DNR",NA
"1666",NA,NA,NA,NA,"NA, NA, NA NA",NA,NA,NA,"13197","EV Charging Stations - Parking Area Only","Department of Natural Resources","DNR",NA
"1667",NA,NA,NA,NA,"500 Snelling Lake Rd, Fort Snelling, MN 55450","Fort Snelling","MN","55450","10464","Interpretive Center R2900601970","Department of Natural Resources","DNR",NA
"1668",NA,NA,NA,NA,"6 Picnic Island Road, Fort Snelling, MN 55423","Fort Snelling","MN","55423","10578","Picnic Shelter #2 R2900601130 - Disconnected","Department of Natural Resources","DNR",NA
"1669",NA,NA,NA,NA,"2995 Sibley Memorial Hwy, Eagan, MN 55121","Eagan","MN","55121","10465","Residential - Disconnected","Department of Natural Resources","DNR",NA
"1670",NA,NA,NA,NA,"305 Picnic Island Rd, Minneapolis, MN 55423","Minneapolis","MN","55423","10458","Sanitation - Picnic Island Rd #2 R2900600190","Department of Natural Resources","DNR",NA
"1671",NA,NA,NA,NA,"295 Picnic Island Rd, Minneapolis, MN 55423","Minneapolis","MN","55423","10463","Sanitation - Picnic Island Rd #4 (295) R2900601120","Department of Natural Resources","DNR",NA
"1672",NA,NA,NA,NA,"285 Pinic Island Rd, Minneapolis, MN 55423","Minneapolis","MN","55423","10574","Sanitation - Picnic Island Rd R2900600180","Department of Natural Resources","DNR",NA
"1673",NA,NA,NA,NA,"101 Snelling Lake Rd, St Paul, MN 55111","St Paul","MN","55111","10461","Sanitation & Picnic Shelter #1","Department of Natural Resources","DNR",NA
"1674",NA,NA,NA,NA,"105 Landing Rd, Minneapolis, MN 55450","Minneapolis","MN","55450","10467","Security Light","Department of Natural Resources","DNR",NA
"1675",NA,NA,NA,NA,"101 Snelling Lake Rd, St Paul, MN 55111","St Paul","MN","55111","10462","Shop & Cold Storage","Department of Natural Resources","DNR",NA
"1676",NA,NA,NA,NA,"29224 County 28 Blvd, Frontenac, MN 55026","Frontenac","MN","55026","10468","Contact Station R2900503750","Department of Natural Resources","DNR",NA
"1677",NA,NA,NA,NA,"NA, NA, NA NA",NA,NA,NA,"10564","Electric Pedestal","Department of Natural Resources","DNR",NA
"1678",NA,NA,NA,NA,"29223 Co. 28 Blvd., Lake City, MN 55041","Lake City","MN","55041","10605","Picnic Shelter #1 R2900505390","Department of Natural Resources","DNR",NA
"1679",NA,NA,NA,NA,"29223 CO 29 BLVD, LAKE CITY, MN 55041","LAKE CITY","MN","55041","11205","Sanitation - Campground R2900500480, Propane Only","Department of Natural Resources","DNR",NA
"1680",NA,NA,NA,NA,"29223 Co. 28 Blvd., Lake City, MN 55041","Lake City","MN","55041","10606","Sanitation - Picnic area & shelter R2900500470","Department of Natural Resources","DNR",NA
"1681",NA,NA,NA,NA,"29225 County 28 Blvd, Frontenac, MN 55026","Frontenac","MN","55026","10469","Shop - Main R2900504370","Department of Natural Resources","DNR",NA
"1682",NA,NA,NA,NA,"Boys Camp Main Meter, ST. PAUL, MN 55106","ST. PAUL","MN","55106","10518","5 Pedestals at Boys Camp","Department of Natural Resources","DNR",NA
"1683",NA,NA,NA,NA,"TBD, St. Paul, MN 55106","St. Paul","MN","55106","10591","Electric - Pole by Fish Pond in BullPen","Department of Natural Resources","DNR",NA
"1684",NA,NA,NA,NA,"Ramsey, St. Paul, MN 55106","St. Paul","MN","55106","16745","Watershed Mississippi River - Twin Cities","Department of Natural Resources","DNR",NA
"1685",NA,NA,NA,NA,"307 Milltown Rd, Taylors Falls, MN 55084","Taylors Falls","MN","55084","10478","Cold Storage (2) & Oil House","Department of Natural Resources","DNR",NA
"1686",NA,NA,NA,NA,"209 Milltown Road, Taylors Falls, MN 55084","Taylors Falls","MN","55084","15569","Entrance Street Light (Office/Campground Area)","Department of Natural Resources","DNR",NA
"1687",NA,NA,NA,NA,"830 Campground Ct, Taylors Falls, MN 55084","Taylors Falls","MN","55084","10474","Office R2900301260","Department of Natural Resources","DNR",NA
"1688",NA,NA,NA,NA,"307 Milltown Rd, Taylors Falls, MN 55084","Taylors Falls","MN","55084","10476","Pothole Interp Center / Concession & Cold Storage","Department of Natural Resources","DNR",NA
"1689",NA,NA,NA,NA,"1 Milltown Rd, Taylors Falls, MN 55084","Taylors Falls","MN","55084","10480","Pump - Upper Lift Station","Department of Natural Resources","DNR",NA
"1690",NA,NA,NA,NA,"307 MILLTOWN RD, TAYLORS FALLS, MN 55084","TAYLORS FALLS","MN","55084","11239","Sanitation - Campground Shower R2900301450","Department of Natural Resources","DNR",NA
"1691",NA,NA,NA,NA,"307 Milltown Rd, Taylors falls, MN 55084","Taylors falls","MN","55084","10479","Sanitation, Pump House, 2 Picnic Shelters - Pioneer","Department of Natural Resources","DNR",NA
"1692",NA,NA,NA,NA,"30 LAKE BLVD, TAYLORS FALLS, MN 55084","TAYLORS FALLS","MN","55084","10481","Security Light - Disconnected","Department of Natural Resources","DNR",NA
"1693",NA,NA,NA,NA,"15 Mill St S, Taylors Falls, MN 55084","Taylors Falls","MN","55084","10477","Shop R2900303250","Department of Natural Resources","DNR",NA
"1694",NA,NA,NA,NA,"1413 Houston La Crescent, La Crescent, MN 55947","La Crescent","MN","55947","17166","1413 Houston La Crescent","Department of Natural Resources","DNR",NA
"1695",NA,NA,NA,NA,"Main St, La Crescent, MN 55947","La Crescent","MN","55947","13872","Boat House R2900503700","Department of Natural Resources","DNR",NA
"1696",NA,NA,NA,NA,"12385 766th Ave, Leroy, MN 55965","Leroy","MN","55965","10485","Contact Station R2900504170","Department of Natural Resources","DNR",NA
"1697",NA,NA,NA,NA,"12385 766th Ave, Leroy, MN 55965","Leroy","MN","55965","10484","Pump House R2900500360","Department of Natural Resources","DNR",NA
"1698",NA,NA,NA,NA,"12385 766th Ave, Leroy, MN 55951","Leroy","MN","55951","10593","Sanatition & Picnic Shelter #1 - Picnic Ground","Department of Natural Resources","DNR",NA
"1699",NA,NA,NA,NA,"12385 766th Ave, Leroy, MN 55965","Leroy","MN","55965","10487","Sanitation - Campground Shower R2900505100","Department of Natural Resources","DNR",NA
"1700",NA,NA,NA,NA,"12385 766th Ave, Leroy, MN 55965","Leroy","MN","55965","10486","Shop R2900504180","Department of Natural Resources","DNR",NA
"1701",NA,NA,NA,NA,"12385 766th Ave, Leroy, MN 55951","Leroy","MN","55951","10594","Vault Toilet - Campground R2900505210","Department of Natural Resources","DNR",NA
"1702",NA,NA,NA,NA,"11411 Clementa Ave NW, Monticello, MN 55362","Monticello","MN","55362","10492","Contact Station R2900303210","Department of Natural Resources","DNR",NA
"1703",NA,NA,NA,NA,"11411 Clementa Ave NW, Monticello, MN 55362","Monticello","MN","55362","10488","Office R2900301090","Department of Natural Resources","DNR",NA
"1704",NA,NA,NA,NA,"11411 Clementa Ave NW, Monticello, MN 55362","Monticello","MN","55362","10490","Pump House R2900301110","Department of Natural Resources","DNR",NA
"1705",NA,NA,NA,NA,"11411 Clementa Ave NW, Monticello, MN 55362","Monticello","MN","55362","10489","Shop R2900301100","Department of Natural Resources","DNR",NA
"1706",NA,NA,NA,NA,"11411 Clementa Ave NW, Monticello, MN 55362","Monticello","MN","55362","10491","Trail Center R2900301120","Department of Natural Resources","DNR",NA
"1707",NA,NA,NA,NA,"935 Excelsior Blvd, Minnetonka, MN 55949","Minnetonka","MN","55949","13723","Boat House R2900600010","Department of Natural Resources","DNR",NA
"1708",NA,NA,NA,NA,"5463 West Broadway Avenue, Forest Lake, MN 55014","Forest Lake","MN","55014","15711","Lamprey Pass WMA","Department of Natural Resources","DNR",NA
"1709",NA,NA,NA,NA,"23785 Grosbeck Lane, Lanesboro, MN 55949","Lanesboro","MN","55949","10495","Office & Oil House","Department of Natural Resources","DNR",NA
"1710",NA,NA,NA,NA,"23789 Grosbeak Lane, Lanesboro, MN 55959","Lanesboro","MN","55959","13599","5 Raceway bldgs & Pump House - R2900502110, 50241, 50242, 50471, 50536","Department of Natural Resources","DNR",NA
"1711",NA,NA,NA,NA,"23789 Grosbeak Road, Lanesboro, MN 55949","Lanesboro","MN","55949","16917","Lanesboro Hatchery Residence R2900501570","Department of Natural Resources","DNR",NA
"1712",NA,NA,NA,NA,"23789 Grosbeck Lane, Lanesboro, MN 55949","Lanesboro","MN","55949","10494","Office R2900501550","Department of Natural Resources","DNR",NA
"1713",NA,NA,NA,NA,"23789 Grosbeak Lane, Lanesboro, MN 55949","Lanesboro","MN","55949","10569","Shop R2900501560","Department of Natural Resources","DNR",NA
"1714",NA,NA,NA,NA,"110 Fremont St. N, Lewiston, MN 55952","Lewiston","MN","55952","10496","Office - Forestry R2900501820","Department of Natural Resources","DNR",NA
"1715",NA,NA,NA,NA,"St. Cloud, St. Cloud, MN 56301","St. Cloud","MN","56301","10614","Radio Equipment - Fire Control","Department of Natural Resources","DNR",NA
"1716",NA,NA,NA,NA,"4059 STONE POINT DR NE, ROCHESTER, MN 55906","ROCHESTER","MN","55906","11237","Cold Storage R2900308160","Department of Natural Resources","DNR",NA
"1717",NA,NA,NA,NA,"15066 Kathio State Park Rd, Onamia, MN 56359","Onamia","MN","56359","10572","Cabins 1 - 5 R2900306680 - 30672","Department of Natural Resources","DNR",NA
"1718",NA,NA,NA,NA,"15066 Kathio State Park Rd, Onamia, MN 56359","Onamia","MN","56359","10499","Contact Staion, 2 Cold Stor, Elect for shop R2900303750, 30013, 30124, 30114","Department of Natural Resources","DNR",NA
"1719",NA,NA,NA,NA,"15066 KATHIO STATE PARK RD, ONAMIA, MN 56359","ONAMIA","MN","56359","11133","HQ Area Shop R2900301130 - Propane Only","Department of Natural Resources","DNR",NA
"1720",NA,NA,NA,NA,"15066 Kathio State Park Rd, Onamia, MN 56359","Onamia","MN","56359","10570","InterpOccupied R2900301220","Department of Natural Resources","DNR",NA
"1721",NA,NA,NA,NA,"15066 Kathio State Park Rd, Onamia, MN 56359","Onamia","MN","56359","10500","Pool Pump in Sanitation Bldg R2900306830","Department of Natural Resources","DNR",NA
"1722",NA,NA,NA,NA,"15066 Kathio State Park Rd, Onamia, MN 56359","Onamia","MN","56359","10498","Sanitation R2900301190","Department of Natural Resources","DNR",NA
"1723",NA,NA,NA,NA,"15066 Kathio State Park Rd, Onamia, MN 56359","Onamia","MN","56359","10501","Sanitation R2900306830","Department of Natural Resources","DNR",NA
"1724",NA,NA,NA,NA,"15066 Kathio State Park Rd, Onamia, MN 56359","Onamia","MN","56359","12329","Shed-Info Kiosk R2900308310","Department of Natural Resources","DNR",NA
"1725",NA,NA,NA,NA,"15066 Kathio State Park Rd, Onamia, MN 56359","Onamia","MN","56359","10571","Trails Center R2900301200","Department of Natural Resources","DNR",NA
"1726",NA,NA,NA,NA,"29172 100th Ave, Onamia, MN 56359","Onamia","MN","56359","10504","Essential Residential R2900300680","Department of Natural Resources","DNR",NA
"1727",NA,NA,NA,NA,"29172 100th Ave, Onamia, MN 56359","Onamia","MN","56359","10503","Office & 2 Cold Storage R2900300670, 30065, 30070","Department of Natural Resources","DNR",NA
"1728",NA,NA,NA,NA,"19825 Park Blvd, Jordan, MN 55352","Jordan","MN","55352","10505","Office R2900600250","Department of Natural Resources","DNR",NA
"1729",NA,NA,NA,NA,"388 SUNSET DRIVE, Jordan, MN 55352","Jordan","MN","55352","10508","Radio Tower","Department of Natural Resources","DNR",NA
"1730",NA,NA,NA,NA,"19825 Park Blvd, Jordan, MN 55352","Jordan","MN","55352","10507","Shop R2900601850","Department of Natural Resources","DNR",NA
"1731",NA,NA,NA,NA,"19825 PARK BLVD, JORDAN, MN 55352","JORDAN","MN","55352","11107","Single Family Residential R2900600320 - Disconnected","Department of Natural Resources","DNR",NA
"1732",NA,NA,NA,NA,"19825 Park Blvd, Jordan, MN 55352","Jordan","MN","55352","10506","Trail Center R2900601250","Department of Natural Resources","DNR",NA
"1733",NA,NA,NA,NA,"460 W Maple, Mora, MN 55051","Mora","MN","55051","10607","Office & Cold Storage R2900300340, 30035","Department of Natural Resources","DNR",NA
"1734",NA,NA,NA,NA,"303 Roosevelt Rd, Onamia, MN 56359","Onamia","MN","56359","10509","Office, Cold Storage, Oil House R2900300460, 30048, 30409","Department of Natural Resources","DNR",NA
"1735",NA,NA,NA,NA,"NA, NA, NA NA",NA,NA,NA,"14595","Pump","Department of Natural Resources","DNR",NA
"1736",NA,NA,NA,NA,"28376 CO Rd S, peterson, MN 55962","peterson","MN","55962","13606","2 Raceway Shelter & Cold Storage R2900502210, 50220, 50225","Department of Natural Resources","DNR",NA
"1737",NA,NA,NA,NA,"28376 County Rd. So., Peterson, MN 55962","Peterson","MN","55962","10511","Fish Hatchery R2900504760","Department of Natural Resources","DNR",NA
"1738",NA,NA,NA,NA,"28376 County Rd. So., PETERSON, MN 55962","PETERSON","MN","55962","10603","Office - Essential Residence R2900502160, Propane Only","Department of Natural Resources","DNR",NA
"1739",NA,NA,NA,NA,"28376 County Rd. So., Peterson, MN 55962","Peterson","MN","55962","10510","Shop R2900502170","Department of Natural Resources","DNR",NA
"1740",NA,NA,NA,NA,"912 Houston St NW, Preston, MN 55965","Preston","MN","55965","13655","Office R2900501830","Department of Natural Resources","DNR",NA
"1741",NA,NA,NA,NA,"2300 silver Creek Rd NE, Rochester, MN 55906","Rochester","MN","55906","13754","Bull Barn, 2 Cold, Shop & Haz Mat","Department of Natural Resources","DNR",NA
"1742",NA,NA,NA,NA,"NA, NA, NA NA",NA,NA,NA,"10522","Parsley Bridge","Department of Natural Resources","DNR",NA
"1743",NA,NA,NA,NA,"NA, NA, NA NA",NA,NA,NA,"10523","Security Light - Disconnected","Department of Natural Resources","DNR",NA
"1744",NA,NA,NA,NA,"2300 Silver Creek Rd NE, Rochester, MN 55906","Rochester","MN","55906","10521","Shop R2900500010","Department of Natural Resources","DNR",NA
"1745",NA,NA,NA,NA,"100 Milwaukee Road, Lanesboro, MN 55949","Lanesboro","MN","55949","10426","Office - Lanesboro R2900502220","Department of Natural Resources","DNR",NA
"1746",NA,NA,NA,NA,"401 N Elm Street, Rushford, MN 55971","Rushford","MN","55971","10427","Office - Rushford Trail R2900502230","Department of Natural Resources","DNR",NA
"1747",NA,NA,NA,NA,"416 Park Street, Peterson, MN 55962","Peterson","MN","55962","10428","Storage Shed - Peterson R290050477","Department of Natural Resources","DNR",NA
"1748",NA,NA,NA,NA,"11411 Clementa Ave NW, Zimmerman, MN 55398","Zimmerman","MN","55398","10493","Cold Storage - Ann Lake Campground R2900308070","Department of Natural Resources","DNR",NA
"1749",NA,NA,NA,NA,"Old Hwy 52 (Beltline RD), Sauk Centre, MN 56378","Sauk Centre","MN","56378","10573","Cold Storage R2900307440","Department of Natural Resources","DNR",NA
"1750",NA,NA,NA,NA,"Lake John, Sauk Rapids, MN 56379","Sauk Rapids","MN","56379","10568","Security Lights - Disconnected","Department of Natural Resources","DNR",NA
"1751",NA,NA,NA,NA,"7050 EAST HIGHWAY101, SHAKOPEE, MN 55379","SHAKOPEE","MN","55379","11161","Office R2900308180","Department of Natural Resources","DNR",NA
"1752",NA,NA,NA,NA,"1302 McKinley Park Road, Soudan, MN 55782","Soudan","MN","55782","16923","Chiller","Department of Natural Resources","DNR",NA
"1753",NA,NA,NA,NA,"4140 Thielman Ln Ste 20, St Cloud, MN 56301","St Cloud","MN","56301","10525","Security Light - Disconnected","Department of Natural Resources","DNR",NA
"1754",NA,NA,NA,NA,"722D 19XX 15rd Ave E, Rosemount, MN 55068","Rosemount","MN","55068","14169","Roving Crew Shop R2900308590","Department of Natural Resources","DNR",NA
"1755",NA,NA,NA,NA,"605 Lewis Ave, Watertown, MN 55388","Watertown","MN","55388","11137","Office R2900308200","Department of Natural Resources","DNR",NA
"1756",NA,NA,NA,NA,"19911 Hwy 74 Group Camp, Altura, MN 55910","Altura","MN","55910","16761","Gooseberry Glen Campground - R290065.001","Department of Natural Resources","DNR",NA
"1757",NA,NA,NA,NA,"Radio Tower, Altura, MN 55910","Altura","MN","55910","13890","Shop Area - R290065.005","Department of Natural Resources","DNR",NA
"1758",NA,NA,NA,NA,"18793 Long Bow Lane, Altura, MN 55910","Altura","MN","55910","14685","Spors Residence House & Garage 308770R & 308760G","Department of Natural Resources","DNR",NA
"1759",NA,NA,NA,NA,"15035 HWY 74, ALTURA, MN 55910","ALTURA","MN","55910","10840","Shop R2900504750, Propane Only","Department of Natural Resources","DNR",NA
"1760",NA,NA,NA,NA,"14672 Crystal Springs Drive, Altura, MN 55910","Altura","MN","55910","15461","Essential Residence - R2900505530","Department of Natural Resources","DNR",NA
"1761",NA,NA,NA,NA,"14614 CO RD 112, Altura, MN 55910","Altura","MN","55910","10598","Essential Residence R2900501740 - Disconnected","Department of Natural Resources","DNR",NA
"1762",NA,NA,NA,NA,"14674 Crystal Springs Drive, Altura, MN 55910","Altura","MN","55910","10446","Main Hatchery & 8 Other Bldgs R2900503720, 50324-50390, 50415, 505610","Department of Natural Resources","DNR",NA
"1763",NA,NA,NA,NA,"39797 Park Trail, Center City, MN 55012","Center City","MN","55012","10542","Cabin - Guest House R2900306110","Department of Natural Resources","DNR",NA
"1764",NA,NA,NA,NA,"39797 Park Trl, Center City, MN 55012","Center City","MN","55012","11365","Cabins #1- #4 R2900307610-R2900307640","Department of Natural Resources","DNR",NA
"1765",NA,NA,NA,NA,"39797 Park Trail, Center City, MN 55012","Center City","MN","55012","10543","Cabins #5 & #6 R2900306350-R2900306360","Department of Natural Resources","DNR",NA
"1766",NA,NA,NA,NA,"39797 PARK TRAIL, CENTER CITY, MN 55012","CENTER CITY","MN","55012","11194","Essential Residence R2900303170 - Disconnected","Department of Natural Resources","DNR",NA
"1767",NA,NA,NA,NA,"39797 Park Trail, Center City, MN 55012","Center City","MN","55012","10540","Interp Center R2900303130","Department of Natural Resources","DNR",NA
"1768",NA,NA,NA,NA,"39797 Park Trail, Center City, MN 55012","Center City","MN","55012","10538","Office R2900301400","Department of Natural Resources","DNR",NA
"1769",NA,NA,NA,NA,"C Loop Campsites 39797 Park Trl, Center City, MN 55012","Center City","MN","55012","10544","Pedestal - C Loop Campsites","Department of Natural Resources","DNR",NA
"1770",NA,NA,NA,NA,"39797 Park Trl, Center City, MN 55012","Center City","MN","55012","11366","Pedestal, 2 Vault Toilets - Horse Camp R2900306780, 30720","Department of Natural Resources","DNR",NA
"1771",NA,NA,NA,NA,"39797 Park Trail, Center City, MN 55012","Center City","MN","55012","10596","Picnic Shelter #2 - Trail Unit 7 R2900303140","Department of Natural Resources","DNR",NA
"1772",NA,NA,NA,NA,"39797 Park Trail, Center City, MN 55012","Center City","MN","55012","10541","Sanitation - A & B Loop Campground R2900303160","Department of Natural Resources","DNR",NA
"1773",NA,NA,NA,NA,"A-LANE AND C & D CAMPGROUND, Center City, MN 55012","Center City","MN","55012","11193","Sanitation - C & D Loop Campground R2900303150","Department of Natural Resources","DNR",NA
"1774",NA,NA,NA,NA,"39797 Park Trail, Center City, MN 55012","Center City","MN","55012","10595","Shop, Oil House, Cold Storage R2900303100, 30309, 30311","Department of Natural Resources","DNR",NA
"1775",NA,NA,NA,NA,"39797 Park Trail, Center City, MN 55012","Center City","MN","55012","10539","Trail Center R2900303120","Department of Natural Resources","DNR",NA
"1776",NA,NA,NA,NA,"16821 O'Brien Trail N, Marine On St Cro, MN 55047","Marine On St Cro","MN","55047","10551","2 Pumps - Dike & Highway 95","Department of Natural Resources","DNR",NA
"1777",NA,NA,NA,NA,"16821 O'Brien Trail N, Marine on St Croix, MN 55047","Marine on St Croix","MN","55047","13648","Cold Storage (2), 1 Heated R2900602390, 60240, 60241","Department of Natural Resources","DNR",NA
"1778",NA,NA,NA,NA,"16821 O'Brien Trail N, Marine on St. Croix, MN 55047","Marine on St. Croix","MN","55047","10550","Contact Station R2900602170","Department of Natural Resources","DNR",NA
"1779",NA,NA,NA,NA,"16821 O'BRIEN TRAIL N, Marine on St. Croix, MN 55047","Marine on St. Croix","MN","55047","10862","Essential Residential R2900601190","Department of Natural Resources","DNR",NA
"1780",NA,NA,NA,NA,"16821 O'Brien Trail N, Marine on St. Croix, MN 55047","Marine on St. Croix","MN","55047","10548","Sanitation - 2 Lower Campground R2900601790","Department of Natural Resources","DNR",NA
"1781",NA,NA,NA,NA,"16821 O'Brien Trail N, Marine on St Croix, MN 55047","Marine on St Croix","MN","55047","10545","Sanitation (2), 3 Shelters R2900600370, 60038, 60042, 60123, 60124","Department of Natural Resources","DNR",NA
"1782",NA,NA,NA,NA,"16821 O'BRIEN TRAIL N, Marine on St. Croix, MN 55047","Marine on St. Croix","MN","55047","12080","Sanitation R2900600380 - Disconnected","Department of Natural Resources","DNR",NA
"1783",NA,NA,NA,NA,"16821 O'Brien Trail N, Marine on St Croix, MN 55047","Marine on St Croix","MN","55047","10546","Savanna Campground - R290067.001","Department of Natural Resources","DNR",NA
"1784",NA,NA,NA,NA,"16821 O'Brien Trail N, Marine On St Cro, MN 55047","Marine On St Cro","MN","55047","10552","Security Light","Department of Natural Resources","DNR",NA
"1785",NA,NA,NA,NA,"16821 O'Brien Trail N, Marine on St. Croix, MN 55047","Marine on St. Croix","MN","55047","10549","Shop R2900601940","Department of Natural Resources","DNR",NA
"1786",NA,NA,NA,NA,"16821 O'Brien Trail N, Marine on St. Croix, MN 55047","Marine on St. Croix","MN","55047","10547","Trail Center R2900601200","Department of Natural Resources","DNR",NA
"1787",NA,NA,NA,NA,"7372 State Hwy 25 SW, Montrose, MN 55363","Montrose","MN","55363","10553","Office (Propane), Shop, Storage, Pump & Oil Houses (electric Only) R2900300800, 30077, 30078, 30079, 30358, 30414","Department of Natural Resources","DNR",NA
"1788",NA,NA,NA,NA,"7372 State Hwy 25 SW, Montrose, MN 55363","Montrose","MN","55363","10554","Security Light - Disconnected","Department of Natural Resources","DNR",NA
"1789",NA,NA,NA,NA,"7372 State Hwy 25 SW, Montrose, MN 55363","Montrose","MN","55363","10613","Shop, Storage, Pump & Oil House R290030077, 30079, 30358, 30414 (Propane Only)","Department of Natural Resources","DNR",NA
"1790",NA,NA,NA,NA,"845 Old Long Lake Rd, Orono, MN 55391","Orono","MN","55391","10555","Garage R2900601980","Department of Natural Resources","DNR",NA
"1791",NA,NA,NA,NA,"12969 Fremont Ave, Zimmerman, MN 55398","Zimmerman","MN","55398","10556","Garages, Main, Pole & New Pole Barn","Department of Natural Resources","DNR",NA
"1792",NA,NA,NA,NA,"12969 Fremont Ave, Zimmerman, MN 55398","Zimmerman","MN","55398","10557","Office - Forestry & Storage","Department of Natural Resources","DNR",NA
"1793",NA,NA,NA,NA,"NA, NA, NA NA",NA,NA,NA,"12079","Electric Other - Fence","Department of Natural Resources","DNR",NA
"1794",NA,NA,NA,NA,"850 N. Hering St., Appleton, MN 56208","Appleton","MN","56208","10091","Shop  R2900404970","Department of Natural Resources","DNR",NA
