"","Name","Address.x","origname","Agency.x","Address.y","City","State","Zip","Site ID","Site Name","Agency21","Agency.y","distance"
"366","Albert Lea Truck Station","22231 770th Avenue Albert Lea, MN 56007","R6B: Albert Lea Truck Station - 22231 770th Avenue Albert Lea, MN 56007","DOT","19499 780th Ave, Albert Lea, MN 56007","Albert Lea","MN","56007","10176","PumpHouse & Sanitation R2900500610, 50509","Department of Natural Resources","DNR",0.138559154688187
"367","Albert Lea Truck Station","22231 770th Avenue Albert Lea, MN 56007","R6B: Albert Lea Truck Station - 22231 770th Avenue Albert Lea, MN 56007","DOT","19499 780th Ave, Albert Lea, MN 56007","Albert Lea","MN","56007","10177","Recreation Hall & Dining Hall - New York Point","Department of Natural Resources","DNR",0.138559154688187
"368","Albert Lea Truck Station","22231 770th Avenue Albert Lea, MN 56007","R6B: Albert Lea Truck Station - 22231 770th Avenue Albert Lea, MN 56007","DOT","19499 780th Ave, Albert Lea, MN 56007","Albert Lea","MN","56007","10174","Sanitation - White Fox R2900505090","Department of Natural Resources","DNR",0.138559154688187
"369","Albert Lea Truck Station","22231 770th Avenue Albert Lea, MN 56007","R6B: Albert Lea Truck Station - 22231 770th Avenue Albert Lea, MN 56007","DOT","19499 780th Ave, Albert Lea, MN 56007","Albert Lea","MN","56007","10175","Sanitation & Cabin","Department of Natural Resources","DNR",0.138559154688187
"370","Albert Lea Truck Station","22231 770th Avenue Albert Lea, MN 56007","R6B: Albert Lea Truck Station - 22231 770th Avenue Albert Lea, MN 56007","DOT","19499 780th Ave, Albert Lea, MN 56007","Albert Lea","MN","56007","10172","Wood Shop/Storage R2900500700","Department of Natural Resources","DNR",0.138559154688187
"371","Albert Lea Truck Station","22231 770th Avenue Albert Lea, MN 56007","R6B: Albert Lea Truck Station - 22231 770th Avenue Albert Lea, MN 56007","DOT","19499 780th Ave, Albert Lea, MN 56007","Albert Lea","MN","56007","15139","WWTP - Myre Big Island State Park","Department of Natural Resources","DNR",0.138559154688187
"372","Albert Lea Truck Station","22231 770th Avenue Albert Lea, MN 56007","R6B: Albert Lea Truck Station - 22231 770th Avenue Albert Lea, MN 56007","DOT","410 Prospect Ave, Albert Lea, MN 56007","Albert Lea","MN","56007","4728","Albert Lea TACC","Military Affairs","DMA",0.258209626630679
"373","Austin Truck Station","1500 11th Drive NE Austin, MN 55912","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","DOT","1500 - 11th Drive NE, Austin, MN 55912","Austin","MN","55912","11999","SITE, D6B, TRUCK STATION, AUSTIN","DOT","DOT",0.140601503759399
"374","Austin Truck Station","1500 11th Drive NE Austin, MN 55912","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","DOT","1000 12Th St SW, Austin, MN 55912","Austin","MN","55912","15822","Austin - 12st Street","Department of Human Services","DHS",0.246164946164946
"375","Austin Truck Station","1500 11th Drive NE Austin, MN 55912","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","DOT","1750 105th Ave. NE, Blaine, MN 55449","Blaine","MN","55449","12367","Event Center","National Sports Center","Sports",0.22958892958893
"376","Austin Truck Station","1500 11th Drive NE Austin, MN 55912","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","DOT","2010 105th Ave. NE, Blaine, MN 55449","Blaine","MN","55449","12368","Golf Center","National Sports Center","Sports",0.242409442409443
"377","Austin Truck Station","1500 11th Drive NE Austin, MN 55912","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","DOT","1740 105th Ave. NE, Blaine, MN 55449","Blaine","MN","55449","12343","Sport Expo Center","National Sports Center","Sports",0.242409442409443
"378","Austin Truck Station","1500 11th Drive NE Austin, MN 55912","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","DOT","1700 105th Ave. NE, Blaine, MN 55449","Blaine","MN","55449","12331","Sports Hall","National Sports Center","Sports",0.235999185999186
"379","Austin Truck Station","1500 11th Drive NE Austin, MN 55912","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","DOT","1850 105th Ave. NE, Blaine, MN 55449","Blaine","MN","55449","12363","Super Rink (1-4)","National Sports Center","Sports",0.22958892958893
"380","Austin Truck Station","1500 11th Drive NE Austin, MN 55912","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","DOT","1850 105th Ave. NE, Blaine, MN 55449","Blaine","MN","55449","12364","Super Rink Exp (5-8)","National Sports Center","Sports",0.22958892958893
"381","Austin Truck Station","1500 11th Drive NE Austin, MN 55912","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","DOT","1985 105th Ave. NE, Blaine, MN 55449","Blaine","MN","55449","12365","Turf Maintenance Building","National Sports Center","Sports",0.250423280423281
"382","Austin Truck Station","1500 11th Drive NE Austin, MN 55912","R6B: Austin Truck Station - 1500 11th Drive NE Austin, MN 55912","DOT","1700 105th Ave. NE, Blaine, MN 55449","Blaine","MN","55449","12369","Velodrome","National Sports Center","Sports",0.235999185999186
"383","Dodge Center Truck Station","201 Airport Road Dodge Center, MN 55927","R6B: Dodge Center Truck Station - 201 Airport Road Dodge Center, MN 55927","DOT","206 Airport Road, St Paul, MN 55107","St Paul","MN","55107","7042","St Paul AASF","Military Affairs","DMA",0.20964590964591
"384","Faribault Truck Station","555 NW 14th Street Faribault, MN 55021","R6B: Faribault Truck Station - 555 NW 14th Street Faribault, MN 55021","DOT","555 NW 14th Street, Faribault, MN 55021","Faribault","MN","55021","12002","SITE, D6B, TRUCK STATION, FARIBAULT","DOT","DOT",0.0567926225820963
"385","Faribault Truck Station","555 NW 14th Street Faribault, MN 55021","R6B: Faribault Truck Station - 555 NW 14th Street Faribault, MN 55021","DOT","1011 3Rd Street SE, Faribault, MN 55021","Faribault","MN","55021","15781","Faribault - 3rd Street","Department of Human Services","DHS",0.208209626630679
"386","Faribault Truck Station","555 NW 14th Street Faribault, MN 55021","R6B: Faribault Truck Station - 555 NW 14th Street Faribault, MN 55021","DOT","813 7Th Ave SW, Faribault, MN 55021","Faribault","MN","55021","15796","Faribault - 7th Avenue","Department of Human Services","DHS",0.237719298245614
"387","Faribault Truck Station","555 NW 14th Street Faribault, MN 55021","R6B: Faribault Truck Station - 555 NW 14th Street Faribault, MN 55021","DOT","400 Wabasha Street North, St. Paul, MN 55102","St. Paul","MN","55102","16598","Treasure Island Center","Minnesota Housing Finance Agency","MHFA",0.242499003189793
"388","Faribault Truck Station","555 NW 14th Street Faribault, MN 55021","R6B: Faribault Truck Station - 555 NW 14th Street Faribault, MN 55021","DOT","400 SE 6th Ave, Faribault, MN 55021","Faribault","MN","55021","7015","MN Academy for the Blind","Minnesota State Academies","State",0.231766917293233
"389","Owatonna Headquarters","1010 21st Avenue NW Owatonna, MN 55060","R6B: Owatonna Headquarters - 1010 21st Avenue NW Owatonna, MN 55060","DOT","1010 - 21st Avenue NW, Owatonna, MN 55060","Owatonna","MN","55060","11980","SITE, D6B, HEADQUARTERS, OWATONNA","DOT","DOT",0.147197261446299
"390","Owatonna Headquarters","1010 21st Avenue NW Owatonna, MN 55060","R6B: Owatonna Headquarters - 1010 21st Avenue NW Owatonna, MN 55060","DOT","3301 7th Avenue N, Anoka, MN 55303","Anoka","MN","55303","7019","DHS - ANOKA - CSS Admin Office","Department of Human Services","DHS",0.248937048503612
"391","Owatonna Headquarters","1010 21st Avenue NW Owatonna, MN 55060","R6B: Owatonna Headquarters - 1010 21st Avenue NW Owatonna, MN 55060","DOT","300 SW 32Nd Ave, Owatonna, MN 55060","Owatonna","MN","55060","15805","Owatonna - 32rd Avenue","Department of Human Services","DHS",0.206683375104428
"392","Owatonna Headquarters","1010 21st Avenue NW Owatonna, MN 55060","R6B: Owatonna Headquarters - 1010 21st Avenue NW Owatonna, MN 55060","DOT","2020 8th Ave NE, Owatonna, MN 55060","Owatonna","MN","55060","15804","Owatonna - 8th Avenue","Department of Human Services","DHS",0.162238930659983
"393","Owatonna Headquarters","1010 21st Avenue NW Owatonna, MN 55060","R6B: Owatonna Headquarters - 1010 21st Avenue NW Owatonna, MN 55060","DOT","520 N. 1st Avenue, Isanti, MN 55040","Isanti","MN","55040","16196","Isanti -1st Ave.","Department of Human Services","DHS",0.255576441102757
"394","Owatonna Headquarters","1010 21st Avenue NW Owatonna, MN 55060","R6B: Owatonna Headquarters - 1010 21st Avenue NW Owatonna, MN 55060","DOT","3601 7th Avenue North, Anoka, MN 55303","Anoka","MN","55303","11943","SITE, D5W, TRUCK STATION, ANOKA","DOT","DOT",0.255398110661268
"395","Red Wing Truck Station","3890 Pepin Avenue Red Wing, MN 55506","R6B: Red Wing Truck Station - 3890 Pepin Avenue Red Wing, MN 55506","DOT","3890 Pepin Avenue, Red Wing, MN 55066","Red Wing","MN","55066","12004","SITE, D6B, TRUCK STATION, RED WING","DOT","DOT",0.074896324896325
"396","Zumbrota Truck Station","940 W 8th Street Zumbrota, MN 55992","R6B: Zumbrota Truck Station - 940 W 8th Street Zumbrota, MN 55992","DOT","555 NW 14th Street, Faribault, MN 55021","Faribault","MN","55021","12002","SITE, D6B, TRUCK STATION, FARIBAULT","DOT","DOT",0.240482973816307
"397","Zumbrota Truck Station","940 W 8th Street Zumbrota, MN 55992","R6B: Zumbrota Truck Station - 940 W 8th Street Zumbrota, MN 55992","DOT","940 West 8th Street, Zumbrota, MN 55992","Zumbrota","MN","55992","12005","SITE, D6B, TRUCK STATION, ZUMBROTA","DOT","DOT",0.134188034188034
"398","Zumbrota Truck Station","940 W 8th Street Zumbrota, MN 55992","R6B: Zumbrota Truck Station - 940 W 8th Street Zumbrota, MN 55992","DOT","400 Wabasha Street North, St. Paul, MN 55102","St. Paul","MN","55102","16598","Treasure Island Center","Minnesota Housing Finance Agency","MHFA",0.233997611583818
"399","Blue Earth Truck Station","38379 115th Street Blue Earth, MN 56013","R7E: Blue Earth Truck Station - 38379 115th Street Blue Earth, MN 56013","DOT","3725 12th Street North, St. Cloud, MN 56301","St. Cloud","MN","56301","11857","SITE, D3B, HEADQUARTERS, ST CLOUD","DOT","DOT",0.252797173652388
"400","Blue Earth Truck Station","38379 115th Street Blue Earth, MN 56013","R7E: Blue Earth Truck Station - 38379 115th Street Blue Earth, MN 56013","DOT","14829 70th Street South, Hastings, MN 55033","Hastings","MN","55033","16932","Hastings - 70th St So - Afton","Department of Human Services","DHS",0.257915211403584
"401","Blue Earth Truck Station","38379 115th Street Blue Earth, MN 56013","R7E: Blue Earth Truck Station - 38379 115th Street Blue Earth, MN 56013","DOT","3793 230th Street, Lake Bronson, MN 56734","Lake Bronson","MN","56734","14688","Essential Residence R2900102650","Department of Natural Resources","DNR",0.259231960451473
"402","Gaylord Truck Station","330 Railroad Avenue Gaylord, MN 55334","R7E: Gaylord Truck Station - 330 Railroad Avenue Gaylord, MN 55334","DOT","330 Railroad Avenue, Gaylord, MN 55344","Gaylord","MN","55344","12017","SITE, D7E, TRUCK STATION, GAYLORD","DOT","DOT",0.0682195353247985
"403","Le Sueur Truck Station","201 Minnesota Avenue Le Sueur, MN 56058","R7E: Le Sueur Truck Station - 201 Minnesota Avenue Le Sueur, MN 56058","DOT","201 Minnesota Avenue, Le Sueur, MN 56058","Le Sueur","MN","56058","12018","SITE, D7E, TRUCK STATION, LE SUEUR","DOT","DOT",0.0510683760683761
"404","Le Sueur Truck Station","201 Minnesota Avenue Le Sueur, MN 56058","R7E: Le Sueur Truck Station - 201 Minnesota Avenue Le Sueur, MN 56058","DOT","1200 Minnesota Ave S, Aitkin, MN 56431","Aitkin","MN","56431","10863","Office & 2 Cold Storage R2900306230, 30655, 30713","Department of Natural Resources","DNR",0.229355439881756
"405","Mankato Headquarters","2151 Bassett Drive Mankato, MN 56001","R7E: Mankato Headquarters - 2151 Bassett Drive Mankato, MN 56001","DOT","2151 Bassett Drive, Mankato, MN 56001","Mankato","MN","56001","12006","SITE, D7E, HEADQUARTERS, MANKATO","DOT","DOT",0.0506756756756758
"406","Mapleton Truck Station","403 8th Avenue SE Mapleton, MN 56065","R7E: Mapleton Truck Station - 403 8th Avenue SE Mapleton, MN 56065","DOT","403 8th Avenue SE, Mapleton, MN 56065","Mapleton","MN","56065","12019","SITE, D7E, TRUCK STATION, MAPLETON","DOT","DOT",0.0553053053053052
"407","Mapleton Truck Station","403 8th Avenue SE Mapleton, MN 56065","R7E: Mapleton Truck Station - 403 8th Avenue SE Mapleton, MN 56065","DOT","585 7th Avenue SE, Wells, MN 56097","Wells","MN","56097","12025","SITE, D7E, TRUCK STATION, WELLS","DOT","DOT",0.243420479302832
"408","Mapleton Truck Station","403 8th Avenue SE Mapleton, MN 56065","R7E: Mapleton Truck Station - 403 8th Avenue SE Mapleton, MN 56065","DOT","3740 19Th Ave So, Minneapolis, MN 55407","Minneapolis","MN","55407","15787","Minneapolis - 19th Avenue","Department of Human Services","DHS",0.257376882376882
"409","Mapleton Truck Station","403 8th Avenue SE Mapleton, MN 56065","R7E: Mapleton Truck Station - 403 8th Avenue SE Mapleton, MN 56065","DOT","2020 8th Ave NE, Owatonna, MN 55060","Owatonna","MN","55060","15804","Owatonna - 8th Avenue","Department of Human Services","DHS",0.22958892958893
"410","New Ulm Truck Station","58418 County Rd 21 New Ulm, MN 56073","R7E: New Ulm Truck Station - 58418 County Rd 21 New Ulm, MN 56073","DOT","20874 County Road 82 NW, Evansville, MN 56326","Evansville","MN","56326","11904","SITE, D4A, TRUCK STATION, EVANSVILLE","DOT","DOT",0.235714285714286
"411","New Ulm Truck Station","58418 County Rd 21 New Ulm, MN 56073","R7E: New Ulm Truck Station - 58418 County Rd 21 New Ulm, MN 56073","DOT","58418 County Road 21, New Ulm, MN 56073","New Ulm","MN","56073","12021","SITE, D7E, TRUCK STATION, NEW ULM","DOT","DOT",0.0673076923076923
"412","New Ulm Truck Station","58418 County Rd 21 New Ulm, MN 56073","R7E: New Ulm Truck Station - 58418 County Rd 21 New Ulm, MN 56073","DOT","66250 County Road 21, New Ulm, MN 56073","New Ulm","MN","56073","16891","Harkin Store","Minnesota Historical Society","HIST",0.159366096866097
"413","New Ulm Truck Station","58418 County Rd 21 New Ulm, MN 56073","R7E: New Ulm Truck Station - 58418 County Rd 21 New Ulm, MN 56073","DOT","261 Hwy 15 S, New Ulm, MN 56073","New Ulm","MN","56073","10113","Security Light - Cleveland - Disconnected","Department of Natural Resources","DNR",0.229689366786141
"414","New Ulm Truck Station","58418 County Rd 21 New Ulm, MN 56073","R7E: New Ulm Truck Station - 58418 County Rd 21 New Ulm, MN 56073","DOT","261 Hwy 15 S, New Ulm, MN 56073","New Ulm","MN","56073","10111","Security Light - Lake Emily - Disconnected","Department of Natural Resources","DNR",0.229689366786141
"415","New Ulm Truck Station","58418 County Rd 21 New Ulm, MN 56073","R7E: New Ulm Truck Station - 58418 County Rd 21 New Ulm, MN 56073","DOT","261 Hwy 15 S, New Ulm, MN 56073","New Ulm","MN","56073","10112","Security Light - Madison Lake - Disconnected","Department of Natural Resources","DNR",0.229689366786141
"416","St. Peter Truck Station","415 Ritt Street St. Peter, MN 56082","R7E: St. Peter Truck Station - 415 Ritt Street St. Peter, MN 56082","DOT","415 Ritt Street, St. Peter, MN 56082","St. Peter","MN","56082","12022","SITE, D7E, TRUCK STATION, ST PETER","DOT","DOT",0.0616402116402116
"417","St. Peter Truck Station","415 Ritt Street St. Peter, MN 56082","R7E: St. Peter Truck Station - 415 Ritt Street St. Peter, MN 56082","DOT","622 Front Street, St. Peter, MN 56082","St. Peter","MN","56082","17034","St. Peter - Front St - Community Resources of Southern MN","Department of Human Services","DHS",0.186686193582745
"418","St. Peter Truck Station","415 Ritt Street St. Peter, MN 56082","R7E: St. Peter Truck Station - 415 Ritt Street St. Peter, MN 56082","DOT","2000 Klein Street, St. Peter, MN 56082","St. Peter","MN","56082","16170","St. Peter - Klein - CARE","Department of Human Services","DHS",0.222297122115634
"419","Waseca Truck Station","1500 State Street South Waseca, MN 56093","R7E: Waseca Truck Station - 1500 State Street South Waseca, MN 56093","DOT","1500 State Street South, Waseca, MN 56093","Waseca","MN","56093","12023","SITE, D7E, TRUCK STATION, WASECA","DOT","DOT",0.0414634146341464
"420","Waseca Truck Station","1500 State Street South Waseca, MN 56093","R7E: Waseca Truck Station - 1500 State Street South Waseca, MN 56093","DOT","1500 State Street South, Waseca, MN 56093","Waseca","MN","56093","12024","SITE, D7E, TRUCK STATION, WASECA OLD","DOT","DOT",0.0414634146341464
"421","Adrian Truck Station","504 County Road 35 Adrian, MN 56110","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","DOT","250 County Road 16, Thief River Fall, MN 56710","Thief River Fall","MN","56710","11837","SITE, D2B, TRUCK STATION, THIEF RIVER FALLS","DOT","DOT",0.243549653744556
"422","Adrian Truck Station","504 County Road 35 Adrian, MN 56110","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","DOT","34916 County Road 10, Albany, MN 56307","Albany","MN","56307","11867","SITE, D3B, TRUCK STATION, ALBANY","DOT","DOT",0.193561489931726
"423","Adrian Truck Station","504 County Road 35 Adrian, MN 56110","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","DOT","29656 County Road 12, Wilson, MN 55987","Wilson","MN","55987","11977","SITE, D6A, TRUCK STATION, WILSON","DOT","DOT",0.249273182957394
"424","Adrian Truck Station","504 County Road 35 Adrian, MN 56110","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","DOT","180 County Road 26, Windom, MN 56101","Windom","MN","56101","12027","SITE, D7W, HEADQUARTERS, WINDOM","DOT","DOT",0.182407407407407
"425","Adrian Truck Station","504 County Road 35 Adrian, MN 56110","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","DOT","504 County Road 35, Adrian, MN 56110","Adrian","MN","56110","12038","SITE, D7W, TRUCK STATION, ADRIAN","DOT","DOT",0.0473544973544974
"426","Adrian Truck Station","504 County Road 35 Adrian, MN 56110","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","DOT","149 County Road 34 East, Jackson, MN 56143","Jackson","MN","56143","12040","SITE, D7W, TRUCK STATION, JACKSON","DOT","DOT",0.251159951159951
"427","Adrian Truck Station","504 County Road 35 Adrian, MN 56110","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","DOT","72404 County Road 30, Fairfax, MN 55332","Fairfax","MN","55332","7473","Fort Ridgely Historic Site","Minnesota Historical Society","HIST",0.214255189255189
"428","Adrian Truck Station","504 County Road 35 Adrian, MN 56110","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","DOT","6659 County Road 180, Orr, MN 55771","Orr","MN","55771","16933","Black Duck Lake PWA Light Pole","Department of Natural Resources","DNR",0.248351648351648
"429","Adrian Truck Station","504 County Road 35 Adrian, MN 56110","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","DOT","175 County Rd 26, Windom, MN 56101","Windom","MN","56101","12907","Site 1C - Asian Carp Fish Barrier Ewington Township","Department of Natural Resources","DNR",0.21271916173877
"430","Adrian Truck Station","504 County Road 35 Adrian, MN 56110","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","DOT","175 County Rd 26, Windom, MN 56101","Windom","MN","56101","14110","Site 6C - Asian Carp Barrier, Round Lake Township","Department of Natural Resources","DNR",0.21271916173877
"431","Adrian Truck Station","504 County Road 35 Adrian, MN 56110","R7W: Adrian Truck Station - 504 County Road 35 Adrian, MN 56110","DOT","175 County Road 26, Windom, MN 56101","Windom","MN","56101","15740","Windom Location","Department of Natural Resources","DNR",0.182407407407407
"432","Fairmont Truck Station","1300 Marcus Street Fairmont, MN 56031","R7W: Fairmont Truck Station - 1300 Marcus Street Fairmont, MN 56031","DOT","1300 Marcus Street, Fairmont, MN 56031","Fairmont","MN","56031","12039","SITE, D7W, TRUCK STATION, FAIRMONT","DOT","DOT",0.0538169748696065
"433","Fairmont Truck Station","1300 Marcus Street Fairmont, MN 56031","R7W: Fairmont Truck Station - 1300 Marcus Street Fairmont, MN 56031","DOT","700 Fairlakes Ave, Fairmont, MN 56031","Fairmont","MN","56031","4746","Fairmont TACC","Military Affairs","DMA",0.239543114543115
"434","Jackson Truck Station","149 County Road 43 East Jackson, MN 56143","R7W: Jackson Truck Station - 149 County Road 43 East Jackson, MN 56143","DOT","504 County Road 35, Adrian, MN 56110","Adrian","MN","56110","12038","SITE, D7W, TRUCK STATION, ADRIAN","DOT","DOT",0.24659509415607
"435","Jackson Truck Station","149 County Road 43 East Jackson, MN 56143","R7W: Jackson Truck Station - 149 County Road 43 East Jackson, MN 56143","DOT","149 County Road 34 East, Jackson, MN 56143","Jackson","MN","56143","12040","SITE, D7W, TRUCK STATION, JACKSON","DOT","DOT",0.0526519550909795
"436","Luverne Truck Station","301 W Koehn Avenue Luverne, MN 56101","R7W: Luverne Truck Station - 301 W Koehn Avenue Luverne, MN 56101","DOT","201 Minnesota Avenue, Le Sueur, MN 56058","Le Sueur","MN","56058","12018","SITE, D7E, TRUCK STATION, LE SUEUR","DOT","DOT",0.208205619412516
"437","Luverne Truck Station","301 W Koehn Avenue Luverne, MN 56101","R7W: Luverne Truck Station - 301 W Koehn Avenue Luverne, MN 56101","DOT","301 W KOEHN AVENUE, Luverne, MN 56101","Luverne","MN","56101","12041","SITE, D7W, TRUCK STATION, LUVERNE","DOT","DOT",0.247497497497497
"438","Luverne Truck Station","301 W Koehn Avenue Luverne, MN 56101","R7W: Luverne Truck Station - 301 W Koehn Avenue Luverne, MN 56101","DOT","309 S Freeman Ave, Luverne, MN 56156","Luverne","MN","56156","4732","Luverne TACC","Military Affairs","DMA",0.253086419753087
"439","St. James Truck Station","1513 7th Avenue South St. James, MN 56081","R7W: St. James Truck Station - 1513 7th Avenue South St. James, MN 56081","DOT","585 7th Avenue SE, Wells, MN 56097","Wells","MN","56097","12025","SITE, D7E, TRUCK STATION, WELLS","DOT","DOT",0.251649928263989
"440","St. James Truck Station","1513 7th Avenue South St. James, MN 56081","R7W: St. James Truck Station - 1513 7th Avenue South St. James, MN 56081","DOT","1513 - 7th Avenue South, St. James, MN 56081","St. James","MN","56081","12044","SITE, D7W, TRUCK STATION, ST JAMES","DOT","DOT",0.148743532889874
"441","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","250 County Road 16, Thief River Fall, MN 56710","Thief River Fall","MN","56710","11837","SITE, D2B, TRUCK STATION, THIEF RIVER FALLS","DOT","DOT",0.24472049689441
"442","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","34916 County Road 10, Albany, MN 56307","Albany","MN","56307","11867","SITE, D3B, TRUCK STATION, ALBANY","DOT","DOT",0.246755778334726
"443","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","58418 County Road 21, New Ulm, MN 56073","New Ulm","MN","56073","12021","SITE, D7E, TRUCK STATION, NEW ULM","DOT","DOT",0.240482973816307
"444","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","180 County Road 26, Windom, MN 56101","Windom","MN","56101","12027","SITE, D7W, HEADQUARTERS, WINDOM","DOT","DOT",0.0473544973544974
"445","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","504 County Road 35, Adrian, MN 56110","Adrian","MN","56110","12038","SITE, D7W, TRUCK STATION, ADRIAN","DOT","DOT",0.194312169312169
"446","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","175 County Rd 26, Windom, MN 56101","Windom","MN","56101","12907","Site 1C - Asian Carp Fish Barrier Ewington Township","Department of Natural Resources","DNR",0.105141411403271
"447","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","175 County Rd 26, Windom, MN 56101","Windom","MN","56101","14110","Site 6C - Asian Carp Barrier, Round Lake Township","Department of Natural Resources","DNR",0.105141411403271
"448","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","175 Cty Rd 26, Windom, MN 56101","Windom","MN","56101","10154","Pump Houses (2)","Department of Natural Resources","DNR",0.18821044546851
"449","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","175 County Road 26, Windom, MN 56101","Windom","MN","56101","15740","Windom Location","Department of Natural Resources","DNR",0.0872294372294372
"450","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","175 Cty Rd 26, Windom, MN 56101","Windom","MN","56101","10252","Cold Storage  R2900401860","Department of Natural Resources","DNR",0.18821044546851
"451","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","175 Cty Rd 26, Windom, MN 56101","Windom","MN","56101","10251","Office R2900404300","Department of Natural Resources","DNR",0.18821044546851
"452","Windom Headquarters","180 County Road 26 Windom, MN 56101","R7W: Windom Headquarters - 180 County Road 26 Windom, MN 56101","DOT","175 Cty Rd 26, Windom, MN 56101","Windom","MN","56101","14699","Windom Office - R2900404300","Department of Natural Resources","DNR",0.18821044546851
"453","Red Wing TACC","855 7th Street Red Wing, MN 55066","Red Wing TACC: 855 7th Street Red Wing, MN 55066","DMA","14829 70th Street South, Hastings, MN 55033","Hastings","MN","55033","16932","Hastings - 70th St So - Afton","Department of Human Services","DHS",0.253676297862344
"454","Red Wing TACC","855 7th Street Red Wing, MN 55066","Red Wing TACC: 855 7th Street Red Wing, MN 55066","DMA","7600 525th Street, Rush City, MN 55069","Rush City","MN","55069","7008","MCF - Rush City","Department of Correctional Facilities","DOC",0.233662536294115
"455","Red Wing TACC","855 7th Street Red Wing, MN 55066","Red Wing TACC: 855 7th Street Red Wing, MN 55066","DMA","855 7th St, Red Wing, MN 55066","Red Wing","MN","55066","4743","Red Wing TACC","Military Affairs","DMA",0.0974921630094044
"456","Red Wing","1079 Highway 292 Red Wing, MN 55066","Red Wing: 1079 Highway 292 Red Wing, MN 55066","DOC","1079 Hwy 292,, RED WING, MN 55066","RED WING","MN","55066","5971","MCF - Redwing","Department of Correctional Facilities","DOC",0.207703407703408
"457","Redwood Falls TACC","530 Highway 101 N Redwood Falls, MN 56283","Redwood Falls TACC: 530 Highway 101 N Redwood Falls, MN 56283","DMA","530 Hwy 101 N, Redwood Falls, MN 56283","Redwood Falls","MN","56283","4758","Redwood Falls TACC","Military Affairs","DMA",0.090841804577363
"458","Rochester TACC","1715 Marion Road Rochester, MN 55901","Rochester TACC: 1715 Marion Road Rochester, MN 55901","DMA","112 Chelsea Road, Monticello, MN 55362","Monticello","MN","55362","11873","SITE, D3B, TRUCK STATION, MONTICELLO","DOT","DOT",0.245126705653022
"459","Rochester TACC","1715 Marion Road Rochester, MN 55901","Rochester TACC: 1715 Marion Road Rochester, MN 55901","DMA","1710 Marion Road SE, Rochester, MN 55904","Rochester","MN","55904","12083","Rochester AMSA","Military Affairs","DMA",0.137145969498911
"460","Rochester TACC","1715 Marion Road Rochester, MN 55901","Rochester TACC: 1715 Marion Road Rochester, MN 55901","DMA","1715 Marion Road, Rochester, MN 55901","Rochester","MN","55901","11159","Rochester FMS","Military Affairs","DMA",0.059934934934935
"461","Rochester TACC","1715 Marion Road Rochester, MN 55901","Rochester TACC: 1715 Marion Road Rochester, MN 55901","DMA","1715 Marion Road, Rochester, MN 55901","Rochester","MN","55901","7038","Rochester TACC","Military Affairs","DMA",0.059934934934935
