Loc ID,Location Name,Service Address,City,State,ZIP,Inv #,Invoice Date,Service Date,Material Category,Equipment,Size,QTY,Charge Type,Frequency / PO #,Perm/Temp,Tonnage,Subtotal,Tax,Total
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,2,FEL,Weekly x0.5 Every Other Week (Even),Permanent,1.66,0,0,118
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.83,0,0,59
2.1475E+11,MN Ang 133Rd Aw-Bldg 631,614 Militia Dr,Minneapolis,MN,55111,8005768,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.83,0,0,59
2.14752E+11,MN Ang 133Rd Aw-Bldg 638,614 Militia Dr,Minneapolis,MN,55111,8005769,1/31/2019,1/1/2019,Trash,Dumpster,4 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.55,0,0,48
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Trash,Dumpster,4 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.55,0,0,48
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.83,0,0,59
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,2,FEL,Weekly x0.5 Every Other Week (Even),Permanent,1.66,0,0,118
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Trash,Dumpster,4 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.55,0,0,48
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.83,0,0,59
2.14769E+11,MN Ang 133Rd Aw-Bldg 656,614 Militia Dr,Minneapolis,MN,55111,8005775,1/31/2019,1/1/2019,Trash,Dumpster,4 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.55,0,0,48
2.14771E+11,MN Ang 133Rd Aw-Bldg 659,614 Militia Dr,Minneapolis,MN,55111,8005776,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.83,0,0,59
2.14772E+11,MN Ang 133Rd Aw-Bldg 664,614 Militia Dr,Minneapolis,MN,55111,8005777,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.83,0,0,59
2.14774E+11,MN Ang 133Rd Aw-Bldg 612,614 Militia Dr,Saint Paul,MN,55111-4112,8005778,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,1,FEL,Weekly x1,Permanent,1.79,0,0,118
2.14775E+11,MN Ang 133Rd Aw-Bldg 680,614 Militia Dr,Minneapolis,MN,55111,8005779,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.83,0,0,59
2.14779E+11,MN Ang 133Rd Aw-Bldg 683,614 Militia Dr,Minneapolis,MN,55111,8005780,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.83,0,0,59
2.14781E+11,MN Ang 133Rd Aw-Bldg 686,614 Militia Dr,Minneapolis,MN,55111,8005782,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.83,0,0,59
2.14783E+11,MN Ang 133Rd Aw-Bldg 687,614 Militia Dr,Minneapolis,MN,55111,8005783,1/31/2019,1/1/2019,Trash,Dumpster,6 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.83,0,0,59
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,2 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.16,0,0,16
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,8 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.62,0,0,21
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,8 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.62,0,0,21
2.1475E+11,MN Ang 133Rd Aw-Bldg 631,614 Militia Dr,Minneapolis,MN,55111,8005768,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,8 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.62,0,0,21
2.14752E+11,MN Ang 133Rd Aw-Bldg 638,614 Militia Dr,Minneapolis,MN,55111,8005769,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,2 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.16,0,0,16
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,4 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.31,0,0,17
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,2 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.16,0,0,16
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,8 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.62,0,0,21
2.14766E+11,MN Ang 133Rd Aw-Bldg 645,614 Militia Dr,Minneapolis,MN,55111,8005773,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,8 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.62,0,0,21
2.14767E+11,MN Ang 133Rd Aw-Bldg 646,614 Militia Dr,Minneapolis,MN,55111,8005774,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,8 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.62,0,0,21
2.14769E+11,MN Ang 133Rd Aw-Bldg 656,614 Militia Dr,Minneapolis,MN,55111,8005775,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,2 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.16,0,0,16
2.14771E+11,MN Ang 133Rd Aw-Bldg 659,614 Militia Dr,Minneapolis,MN,55111,8005776,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,2 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.16,0,0,16
2.14772E+11,MN Ang 133Rd Aw-Bldg 664,614 Militia Dr,Minneapolis,MN,55111,8005777,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,2 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.16,0,0,16
2.14774E+11,MN Ang 133Rd Aw-Bldg 612,614 Militia Dr,Saint Paul,MN,55111-4112,8005778,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,2 Yards,1,FEL,Weekly x0.5 Every Other Week (Even),Permanent,0.31,0,0,31
2.14779E+11,MN Ang 133Rd Aw-Bldg 683,614 Militia Dr,Minneapolis,MN,55111,8005780,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,4 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.31,0,0,17
2.1478E+11,MN Ang 133Rd Aw-Bldg 685,614 Militia Dr,Minneapolis,MN,55111,8005781,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,2 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.16,0,0,16
2.14781E+11,MN Ang 133Rd Aw-Bldg 686,614 Militia Dr,Minneapolis,MN,55111,8005782,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,8 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.62,0,0,21
2.14783E+11,MN Ang 133Rd Aw-Bldg 687,614 Militia Dr,Minneapolis,MN,55111,8005783,1/31/2019,1/1/2019,Single Stream Recycling,Dumpster,4 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,0.31,0,0,17
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Yard Waste,Dumpster,4 Yards,1,FEL,Monthly x1 Per 2Nd Week,Permanent,,0,0,48
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,56.71
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,44.55
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,88.02
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,59.63
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,69.9
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-7.16
2.14743E+11,MN Ang 133Rd Aw-Bldg 610,614 Militia Dr,Minneapolis,MN,55111,8005765,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,2,Taxes - Fees,,Permanent,0,0,0,-22.84
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,28.35
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,42.16
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,7.19
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,6.25
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,61.3
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,29.81
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,34.95
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-9.29
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-4.06
2.14747E+11,MN Ang 133Rd Aw-Bldg 614,614 Militia Dr,Minneapolis,MN,55111,8005767,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-11.42
2.1475E+11,MN Ang 133Rd Aw-Bldg 631,614 Militia Dr,Minneapolis,MN,55111,8005768,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.1475E+11,MN Ang 133Rd Aw-Bldg 631,614 Militia Dr,Minneapolis,MN,55111,8005768,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.1475E+11,MN Ang 133Rd Aw-Bldg 631,614 Militia Dr,Minneapolis,MN,55111,8005768,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,28.35
2.1475E+11,MN Ang 133Rd Aw-Bldg 631,614 Militia Dr,Minneapolis,MN,55111,8005768,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,22.65
2.1475E+11,MN Ang 133Rd Aw-Bldg 631,614 Militia Dr,Minneapolis,MN,55111,8005768,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,44.34
2.1475E+11,MN Ang 133Rd Aw-Bldg 631,614 Militia Dr,Minneapolis,MN,55111,8005768,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,29.81
2.1475E+11,MN Ang 133Rd Aw-Bldg 631,614 Militia Dr,Minneapolis,MN,55111,8005768,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,34.95
2.1475E+11,MN Ang 133Rd Aw-Bldg 631,614 Militia Dr,Minneapolis,MN,55111,8005768,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-4.06
2.1475E+11,MN Ang 133Rd Aw-Bldg 631,614 Militia Dr,Minneapolis,MN,55111,8005768,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-11.42
2.14752E+11,MN Ang 133Rd Aw-Bldg 638,614 Militia Dr,Minneapolis,MN,55111,8005769,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14752E+11,MN Ang 133Rd Aw-Bldg 638,614 Militia Dr,Minneapolis,MN,55111,8005769,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14752E+11,MN Ang 133Rd Aw-Bldg 638,614 Militia Dr,Minneapolis,MN,55111,8005769,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,26.7
2.14752E+11,MN Ang 133Rd Aw-Bldg 638,614 Militia Dr,Minneapolis,MN,55111,8005769,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,21.9
2.14752E+11,MN Ang 133Rd Aw-Bldg 638,614 Militia Dr,Minneapolis,MN,55111,8005769,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,42.25
2.14752E+11,MN Ang 133Rd Aw-Bldg 638,614 Militia Dr,Minneapolis,MN,55111,8005769,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,28.07
2.14752E+11,MN Ang 133Rd Aw-Bldg 638,614 Militia Dr,Minneapolis,MN,55111,8005769,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,32.92
2.14752E+11,MN Ang 133Rd Aw-Bldg 638,614 Militia Dr,Minneapolis,MN,55111,8005769,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-3.1
2.14752E+11,MN Ang 133Rd Aw-Bldg 638,614 Militia Dr,Minneapolis,MN,55111,8005769,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-9.29
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,55.05
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,22.06
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,67.04
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,57.88
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,67.87
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-3.29
2.14753E+11,MN Ang 133Rd Aw-Bldg 640,614 Militia Dr,Minneapolis,MN,55111,8005770,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-20.71
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,56.71
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,21.9
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,68.33
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,59.63
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,69.9
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-3.1
2.14763E+11,MN Ang 133Rd Aw-Bldg 641,614 Militia Dr,Minneapolis,MN,55111,8005771,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,2,Taxes - Fees,,Permanent,0,0,0,-22.84
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,55.05
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,22.65
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,67.55
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,57.88
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,0,Taxes - Fees,,Permanent,0,0,0,67.87
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-4.06
2.14765E+11,MN Ang 133Rd Aw-Bldg 642,614 Militia Dr,Minneapolis,MN,55111,8005772,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-20.71
2.14766E+11,MN Ang 133Rd Aw-Bldg 645,614 Militia Dr,Minneapolis,MN,55111,8005773,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14766E+11,MN Ang 133Rd Aw-Bldg 645,614 Militia Dr,Minneapolis,MN,55111,8005773,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,22.65
2.14766E+11,MN Ang 133Rd Aw-Bldg 645,614 Militia Dr,Minneapolis,MN,55111,8005773,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,19.69
2.14766E+11,MN Ang 133Rd Aw-Bldg 645,614 Militia Dr,Minneapolis,MN,55111,8005773,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-4.06
2.14767E+11,MN Ang 133Rd Aw-Bldg 646,614 Militia Dr,Minneapolis,MN,55111,8005774,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,105
2.14767E+11,MN Ang 133Rd Aw-Bldg 646,614 Militia Dr,Minneapolis,MN,55111,8005774,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,22.65
2.14767E+11,MN Ang 133Rd Aw-Bldg 646,614 Militia Dr,Minneapolis,MN,55111,8005774,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,19.69
2.14767E+11,MN Ang 133Rd Aw-Bldg 646,614 Militia Dr,Minneapolis,MN,55111,8005774,1/31/2019,1/1/2019,Not Applicable,Not Applicable,Not Applicable,1,Taxes - Fees,,Permanent,0,0,0,-4.06
